,discount,unit_price,quantity,order_date,total_amount,customer_id,product_name,pincode,rating,order_id,city,category,payment_method,phone,state
150,,650..,3,"Aug 21, 2024","$9,509.50",CUST_0153 ,Desk Lamp,017392,,ORD_0139,delhi,Electronicss,,9780765956,
151,,"$4,500.00",13,"Mar 15, 2023",1888560.00,,Office Chair,035116,5 stars,ord_0140,pune,Furnitures,Debit Card,9457995679,
152,25.0,inf,8,2024-10-01,349965.00,#REF!,Pen Set,000000,Good,ORD_0141,,Stationery,Debit Card,09837652878,
160,-5,Rs. 8500.00,14,2024-12-25,-52360.00,CUST_???,Monitor,715414 ,0,ORD_0149 ,,Electronicss, Net Banking,919538025936,
161,-5,$25.00,11,2024-02-12,26.25,CUST_0412 ,Sticky Notes,370171,,ORD_0309,,Stationerys,,9376447138,
167,0,25#,-1,"Feb 02, 2024",,,Sticky Notes,074169,,ORD_0249,"Chennai,",STATIONERY, Credit Card,+91-92693-03009,
179,150,75,-2,30-Aug-2023,,CUST_0278,Screen Cleaner,30220,Good,ORD_0166,,Accessories,,09037154470,
188,27,,0,"Jan 25, 2024",Rs.16200,00371,Office Chair,560486 ,5,ORD_0174,  Mumbai,FURNITURE, COD,+91-93068-36287,
199,,Rs. 650.00,0,07-11-2024,,CUST_???,Desk Lamp,982684 ,,ORD_0185 ,jaipur,Electronicss,,919962413045,
205,2.6,,93,1720549800,-117.41,CUST_0270,Phone Holder,91875,Good,ORD_0189,Ahmedabad,Accessories,Net Banking,+91 96217 32682,
224,3,$25.00,15,"Jul 23, 2024",29.50,CUST_0305,Sticky Notes,568426 ,2,ORD_0208,"Kolkata,",  Stationery  ,upi,9294654850,
244,,850..,0,01-Aug-2023,0.00,,Laptop Bag,713706 ,4,ORD_0227,  Surat,Acce,UPI,92844 73432,
245,10%,35..,13,1722191400,Rs.32,CUST_0281,Pen Set,270491,-1,ORD_0228, Surat ,Stat,Debit Card,919378375713,
267,0,25#,-1,"Feb 02, 2024",,,Sticky Notes,074169,,ORD_0249,"Chennai,",STATIONERY, Credit Card,+91-92693-03009,
274,,75#,16,"Dec 06, 2024",1242.00,#REF!,Screen Cleaner,092023,5 stars,ORD_0255,unknown,Accessories,Debit Card,98161 54316,
275,9,25#,-4,29-Jun-2023,392.00,CUST_0322,Sticky Notes,000000,-1,ord_0256,Jaipur,Stationery,,09890185243,
290,150,4500#,19,15-02-2023,0.00,CUST_,Office Chair,69188,,ORD_0271,"Chennai,",FURNITURE,,9310166052,
291,10%,inf,6,2023-07-09,0.00,CUST_0214,Webcam,043148,3,ord_0272,,Electronicss,DEBIT CARD,09568317700,
293,18,$750.00,-5,12-06-2024,,CUST_???,Keyboard,013127,-1,ORD_0274,DELHI,  Electronics  ,COD,+91 94708 20711,
304,11,120.00,9999,21/01/2024,82.92,CUST_0262,HDMI Cable,881084,6,ORD_0285,kolkata,Elec, UPI,+91 98448 64918,
305,,Rs. 2200.00,-4,1700591400,"$23,097,690.00",,Bookshelf,502661 ,Good,ORD_0286, Chennai ,furniture,DEBIT CARD,9759568818,
317,,Rs. 45.00,9999,14-04-2023,0.00,#REF!,Notebook,20116,0,ORD_0298 ,unknown,STATIONERY,CREDIT CARD,9122347220,
323,-5,Rs. 8500.00,-3,2024-06-05,66096.00,CUST_0550,Monitor,650329 ,5 stars,ORD_0304,,ELECTRONICS,Credit Card,+91-94719-64462,
325,,1800.00,10,05-Sep-2024,35683.20,CUST_???,Webcam,361617 ,Good,ord_0305,surat,electronics,NET BANKING,98191 84906,
329,-5,$25.00,11,2024-02-12,26.25,CUST_0412 ,Sticky Notes,370171,,ORD_0309,,Stationerys,,9376447138,
351,,75..,9999,19-Mar-2023,0.00,CUST_0380,Screen Cleaner - Imported,260659 ,1,ord_0330,  Ahmedabad,  Accessories  , Net Banking,09958021375,
389,6.2,,-1,2024-10-19,"$1,598.40",CUST_0132 ,Webcam,485838,,ORD_0366 ,"Delhi,",Elec,,9009216072,
392,150,inf,9999,1702060200,7200.00,CUST_0426,Webcam,065113,5 stars,ORD_0369,  Mumbai,Electronicss,,93087 01861,
397,12,25,12,1693506600,$75.00,CUST_0462,Sticky Notes,55213,6,ORD_0374,"Chennai,",  Stationery  ,,90829 65556,
405,10.5,85.0,16,12-03-2023,0.00,CUST_0506 ,Stapler,508902 ,5 stars,ORD_0382 ,mumbai,Stationery,,919080713950,
424,,,15,21-Aug-2023,712428.75,CUST_0328 ,Screen Cleaner,028441,5,ORD_0400,CHENNAI,Acce,Credit Card,9909206859,
427,7,85,3,25-11-2023,-787021.29,00365,Stapler,15184,5 stars,ORD_0403, Mumbai ,stationery,Wallet,09766275416,
429,,,-5,1718044200,650.00,CUST_???,Desk Lamp,92229,5,ORD_0405,unknown,ELECTRONICS,WALLET,+91 90928 89590,
433,,750..,0,2024-08-01,313582.05,CUST_0505,Keyboard,084339,2,ORD_0409,Bangalore,Electronicss,UPI,+91 92351 46472,
434,150,Rs. 75.00,9999,1707244200,-540.00,CUST_???,Screen Cleaner,062413,5 stars,ORD_0410,,  Accessories  ,,09414828677,
439,,8500.00,12,2024-06-23,0.00,#REF!,Monitor,628753 ,2,ORD_0415, Hyderabad ,electronics,,+91-91253-11574,
443,150,"$1,200.00",402,2024-12-28,-204000.00,,Laptop Stand,779479 ,,ORD_0419,KOLKATA,Electronicss,upi,09289872863,
446,-5,inf,3,02/06/2023,21997800.00,#REF!,Bookshelf,35251,5 stars,ORD_0421,,  Furniture  ,Debit Card,919198169862,
447,,120#,-4,2023-03-18,Rs.1199880,CUST_0295,HDMI Cable,079713,2,ord_0422,HYDERABAD,Electronics, UPI,919176294900,
448,10%,inf,20.0,"Apr 12, 2023",85.00,00335,Stapler,133762 ,5,ORD_0423,"Hyderabad,",stationery,credit card,09093704379,
451,13.0,inf,4,08-Aug-2023,Rs.4524,CUST_0375,Desk Lamp,047771,5 stars,ORD_0426,surat,ELECTRONICS,,+91-95420-73631,
454,,750#,4,26/09/2023,Rs.622,00131,Keyboard (New),380320 ,0,ORD_02,PUNE,Electronicss,WALLET,919271224104,
455,21,850#,12,17-Sep-2024,0.00,CUST_0423,Laptop Bag,223567,5,ORD_0429,,  Accessories  , Credit Card,+91 99935 79587,
460,1,2200.00,2,22-02-2024,Rs.21997800,00234,Bookshelf,000000,6,ORD_0434 ,unknown,furniture,debit card,+91 93541 30138,
476,10%,inf,10,2024-09-30,0.00,00222,Pen Set,81689,2,ORD_0449,"Bangalore,",Stat,Debit Card,9383180891,
477,25,$899.00,-2,07/09/2024,-15130.17,#REF!,USB Hub (New),000000,0,ord_0450,KOLKATA,  Electronics  , Net Banking,919819942062,
480,,1800#,15,07-10-2024,0.00,00506,Webcam,000000,,ORD_0453, Delhi ,electronics,,+91 98916 28710,
482,,1200..,3.0,14/07/2024,0.00,CUST_0321 ,Laptop Stand,029931,6,ORD_0455,pune,Elec,CREDIT CARD,9997909547,
484,150,25.0,14,"Jun 08, 2023",429.52,00215,Sticky Notes,96859,Good,ORD_0457,unknown,Stationery,net banking,98716 77839,
485,,Rs. 120.00,9,2023-03-11,134.52,CUST_0264,HDMI Cable,50883,6,ORD_0458,  Ahmedabad,Electronics,,09980549996,
486,150,$899.00,9999,07-07-2023,872.03,#REF!,USB Hub,053456,0,ORD_0459,chennai,Electronics,UPI,+91 96210 12694,
489,10%,750#,-4,10-06-2024,11735.10,CUST_0347,Keyboard,68629,,ord_0462,jaipur,Elec,UPI,+91-97225-54597,
504,11,$45.00,-2,13/06/2023,194.40,00190,Notebook (New),565991 ,0,ord_0477,,STATIONERY, Debit Card,9639034864,
513,10%,Rs. 1800.00,1,2023-10-24,17260273.80,CUST_0146,Webcam,729029 ,5 stars,ORD_0486,AHMEDABAD,ELECTRONICS,,09596171529,
519,21.4,Rs. 8500.00,0,17-Mar-2023,6290.00,CUST_0420,Monitor,756951,3,ord_0492,jaipur,  Electronics  ,net banking,+91-95920-77929,
524,11,450#,389,21/04/2024,"$6,552.00",CUST_,Wireless Mouse,000000,3,ord_0497,Delhi,ELECTRONICS,Debit Card,9175291078,
525,0,750..,-2,1727548200,-750.00,CUST_0250,Keyboard,75106,1,ORD_0498, Hyderabad ,electronics,DEBIT CARD,9946597100,
531,,1200.00,19,05-11-2023,-3528.00,CUST_0103,Laptop Stand,015602,5 stars,ORD_0504,unknown,Elec,DEBIT CARD,919743642541,
539,12,$650.00,9999,2024-05-18,Rs.0,CUST_,Desk Lamp,834532,,ORD_0512 ,"Surat,",Electronics,,9893422374,
541,28,Rs. 899.00,1,1678127400,899.00,CUST_0155,USB Hub,567572 ,4,ORD_0514,Jaipur,Electronics,,919389817452,
546,12,,-5,"Jan 01, 2023",Rs.-0,CUST_,Office Chair,036826,4,ORD_0519,"Mumbai,",Furnitures,UPI,09582014753,
547,-5,25#,457,23-12-2023,"$3,850.00",00117,Sticky Notes  ,241978 ,0,ord_0520,hyderabad,STATIONERY,Credit Card,9681561331,
555,150,899#,0,17/12/2023,0.00,CUST_0573 ,USB Hub - Imported,000000,4,ord_0528,CHENNAI,electronics,Debit Card,+91-92762-49749,
562,25.9,inf,195,2023-04-18,-4797.00,CUST_0474 ,Wireless Mouse,402195,4,ORD_0534 ,unknown,ELECTRONICS,,+91 97555 30774,
569,10%,85,2,"Aug 31, 2023",0.00,CUST_,Stapler,000000,6,ORD_0541 , Mumbai ,Stationerys,,93742 47021,
574,10%,,19,1711737000,29400.00,CUST_???,Standing Desk,792264,6,ORD_0545,AHMEDABAD,FURNITURE,CREDIT CARD,9670893985,
578,,1200..,3.0,14/07/2024,0.00,CUST_0321 ,Laptop Stand,029931,6,ORD_0455,pune,Elec,CREDIT CARD,9997909547,
611,23,199.0,9999,06-Feb-2024,4226.76,CUST_0263 ,Phone Holder,060889,2,ORD_0580,"Surat,",accessories,wallet,9847259197,
616,25,$650.00,6,25-Mar-2023,Rs.0,CUST_,Desk Lamp,000000,1,ORD_0584,BANGALORE,Electronicss, Credit Card,+91 95980 61900,
618,,75.00,0,"Feb 17, 2023",Rs.-675,CUST_0441 ,Screen Cleaner,318131 ,5 stars,ord_0586, Delhi ,  Accessories  ,Credit Card,09443494364,
624,,,-1,1690828200,197480.25,CUST_0588,Sticky Notes,939775,0,ORD_0592,unknown,stationery,COD,9720416168,
625,21,Rs. 4500.00,-1,19-03-2024,0.00,,Office Chair,207313 ,-1,ORD_0593,  Pune,Furn,WALLET,94107 84946,
641,,8500..,0,17/05/2023,20060.00,00308,Monitor,955360,,ORD_0608,Hyderabad,  Electronics  ,upi,+91 94288 06668,
643,26,Rs. 2200.00,-4,"Mar 06, 2023",Rs.1883,00396,Bookshelf,000000,5 stars,ORD_0610 , Pune ,Furniture,UPI,9974776561,
650,,9800..,0,1719253800,0.00,CUST_???,Standing Desk,000000,6,ORD_0615,unknown,Furnitures,Net Banking,09807648235,
656,,Rs. 199.00,9999,09-Jun-2023,,CUST_???,Phone Holder,33939,-1,ORD_0621,  Surat,accessories,,9605399537,
662,20,450.00,10.0,16-Jul-2024,"$3,914,608.50",CUST_???,Wireless Mouse,077608,-1,ORD_0627,surat,  Electronics  ,upi,+91-90966-19411,
671,,750,20,2023-11-28,6869313.00,CUST_0226,Keyboard,010773,-1,ord_0635,ahmedabad,Electronics,,919915518529,
674,,35..,9999,02-Nov-2023,12531.75,CUST_0493,Pen Set,000000,4,ORD_0638,unknown,Stationerys,upi,92153 98739,
678,15.8,,-2,1684261800,Rs.0,CUST_0426,USB Hub,586964,,ORD_0642,  Delhi,Electronics,,09791686888,
682,150,35.0,5.0,08/02/2024,700.00,CUST_???,Pen Set,000000,5,ORD_0646,unknown,Stat,UPI,+91-99130-96228,
687,18.9,,-3,"Oct 23, 2023",$0.00,CUST_0130,HDMI Cable,593567,5,ORD_0651 ,  Mumbai,Electronicss,,96685 90586,
689,,25#,103,25-May-2024,,CUST_???,Sticky Notes,054080,1,ORD_0011,  Chennai,Stationerys,DEBIT CARD,99340 39267,
695,150,Rs. 9800.00,2,1715884200,"$79,380.00",CUST_0322 ,Standing Desk  ,626282,Good,ORD_0658, Pune ,  Furniture  , Credit Card,09038228679,
709,-5,inf,13.0,2023-04-10,$0.00,#REF!,Keyboard,390734 ,1,ord_0671,chennai,electronics,UPI,9500944836,
721,150,85..,20,"Apr 10, 2023",-89.25,CUST_,Stapler,56816,4,ord_0683,Kolkata,stationery,cod,09784726134,
735,-5,850,-5,1689791400,,,Laptop Bag,084517,Good,ORD_0697 ,,Accessories, COD,+91 93989 41238,
764,,9800.0,305,18-Sep-2023,"$71,532,846.00",CUST_0568,Standing Desk,079782,,ORD_0723,"Kolkata,",FURNITURE,WALLET,09641424252,
769,27.1,9800..,0,20-07-2024,-144060.00,#REF!,Standing Desk,768623,0,ORD_0727 ,unknown,Furniture, Credit Card,92686 56282,
779,,Rs. 899.00,-2,1697826600,-2697.00,CUST_0238,USB Hub - Imported,333591 ,,ORD_0736,,Electronics, Net Banking,919681729809,
782,150,inf,8,27/03/2024,0.00,00120,Pen Set,610037,5 stars,ORD_0739,"Pune,",Stat, UPI,919271953872,
786,,75..,0,"Mar 05, 2023",0.00,CUST_???,Screen Cleaner,78912,,ORD_0742,,accessories,Wallet,+91 90313 02902,
790,150,inf,8,27/03/2024,0.00,00120,Pen Set,610037,5 stars,ORD_0739,"Pune,",, UPI,919271953872,
796,7.2,45..,11,"Feb 06, 2024",7102.66,,Notebook,000000,-1,ORD_0751,,Stationerys,Debit Card,+91 94475 51514,
798,,1800#,15,07-10-2024,0.00,00506,Webcam,000000,,ORD_0453, Delhi ,electronics,,+91 98916 28710,
803,,inf,2,1732905000,1680.00,CUST_0211,HDMI Cable,707153,0,ord_0757,,Electronicss,,96572 29338,
809,3,$25.00,4,13/08/2023,0.00,00512,Sticky Notes,913156,1,ORD_0761 ,SURAT,Stationerys, UPI,919204262784,
821,,199.0,2,13-Mar-2023,Rs.-100,00412,Phone Holder,487336,6,ORD_0773,"Pune,",Accessoriess, Wallet,9698718069,
828,,899#,5,28/10/2024,-899.00,CUST_0530,USB Hub,511774,0,ord_0779,"Jaipur,",Elec,,+91 93560 75325,
843,10%,35..,13,1722191400,Rs.32,CUST_0281,Pen Set,270491,-1,ORD_0228, Surat ,Stat,Debit Card,919378375713,
867,,650.00,-3,"Jul 15, 2023",767.00,,Desk Lamp,650765,0,ORD_0814 ,surat,ELECTRONICS, Wallet,919594481389,
871,2,Rs. 9800.00,2,"Nov 30, 2024",97990200.00,CUST_0286,Standing Desk,000000,Good,ORD_0818 ,"Hyderabad,",FURNITURE,,09333276269,
880,11,,0,24-07-2023,Rs.6375,CUST_0345,Wireless Mouse,643303,5,ORD_0825,HYDERABAD,electronics,,95365 62769,
890,,2200.0,14.0,25-07-2024,0.00,00352,Bookshelf,128570,Good,ORD_0834 ,pune,Furniture,DEBIT CARD,09146955493,
903,16.0,,15,2024-03-24,0.00,CUST_,Pen Set,046129,,ORD_0846,surat,Stationery,Debit Card,+91-99478-20540,
905,,1200#,9999,"Jul 19, 2023",-392400.00,CUST_0556,Laptop Stand  ,877044,,ORD_0848 ,"Hyderabad,",electronics,Wallet,94563 37624,
915,150,,0,11/08/2024,138.60,CUST_0142,Pen Set,000000,5 stars,ord_0858,  Surat,STATIONERY,Net Banking,9875180052,
921,,850.0,11,27-10-2024,0.00,CUST_0579,Laptop Bag,424627 ,6,ORD_0864 ,Delhi,accessories,UPI,919019027974,
922,-5,"$2,200.00",-3,25/02/2024,21997800.00,CUST_0162,Bookshelf,358678 ,0,ord_0865, Ahmedabad ,Furniture,NET BANKING,919963788556,
934,,45.0,13,2023-07-15,0.00,CUST_,Notebook,969448 ,,ORD_0876,DELHI,  Stationery  ,,919343613802,
948,10%,199#,9999,1719513000,84177.00,#REF!,Phone Holder,000000,4,ORD_0890 ,  Kolkata,ACCESSORIES,,09764925997,
950,5,650..,0,17/02/2023,-630.50,#REF!,Desk Lamp,086339,Good,ord_0892,kolkata,Electronicss,,919458112705,
970,14,120,20,"Aug 02, 2023",-0.00,CUST_,HDMI Cable,000000,6,ORD_0910,unknown,Electronics,Net Banking,9841385783,
983,,Rs. 9800.00,11,1693852200,123480.00,CUST_0374,Standing Desk,902843 ,-1,ORD_0923 ,chennai,  Furniture  ,,92744 83599,
986,,120.0,10,"Jun 06, 2023",0.00,CUST_0346,HDMI Cable,562284,,ord_0926,unknown,Elec,Wallet,09735032262,
993,20.3,35,9,16-Oct-2024,"$293,970.60",CUST_0119 ,Pen Set,793085,,ord_0933,unknown,Stationerys,UPI,95139 94036,
994,,"$8,500.00",8,"Jan 05, 2024",78192180.00,,Monitor,864675,,ORD_0934 ,delhi,electronics,,9453589037,
1001,27,199#,4,30/11/2024,$0.00,CUST_0169,Phone Holder,298811,6,ord_0941,  Chennai,  Accessories  ,Wallet,9812111393,
1005,4,inf,4,"Apr 15, 2024",2535.00,#REF!,Desk Lamp,71477,6,ord_0945,unknown,  Electronics  , Credit Card,+91 90771 16165,
1023,,199.0,0,20-12-2023,0.00,CUST_0566,Phone Holder,000000,6,ORD_0962, Chennai ,ACCESSORIES, Wallet,09034351901,
1035,,1800,6,1689705000,,00274,Webcam,000000,2,ORD_0973,delhi,Elec,CREDIT CARD,09468016489,
1040,-5,8500.00,0,1724092200,94783.50,00474,Monitor,965990 ,-1,ord_0978,  Jaipur,ELECTRONICS,Net Banking,97458 31308,
1054,9,120,9999,2024-12-15,90.24,CUST_0273 ,HDMI Cable,58361,0,ORD_0992, Chennai ,  Electronics  ,upi,9079491244,
1063,-5,,286,"Jan 22, 2023",63000.00,CUST_???,Office Chair,83512,,ORD_1000 ,Surat,FURNITURE,net banking,919039287684,
