,discount,unit_price,quantity,order_date,total_amount,customer_id,product_name,pincode,rating,order_id,city,category,payment_method,phone,state
775,,,-5,08-Jul-2023,654120.00,CUST_0373,Office Chair,745576,Good,ORD_0732,unknown,FURNITURE, Wallet,+91 98622 73898,  Gujarat
783,20.7,,3,"Oct 13, 2023",-0.00,CUST_0588 ,Keyboard,619202,,ORD_0740,,Elec,,09518541492,gujarat
826,,inf,-4,1707244200,0.00,,Webcam,96635,6,ORD_0778,delhi,Electronicss,Net Banking,+91 96380 78988,delhi
834,10,,0,01-Aug-2023,0.00,#REF!,Standing Desk,950584 ,-1,ORD_0784 ,,  Furniture  ,,09538637214,  Gujarat
835,19,,0,20/09/2024,0.00,,Wireless Mouse,000000,0,ORD_0785,unknown,ELECTRONICS,net banking,+91 90434 52266,karnataka
838,16.8,,-5,31-10-2023,210635.70,#REF!,USB Hub,351072 ,6,ORD_0787,"Hyderabad,",  Electronics  ,Net Banking,9921224241,Tel@ng@n@
864,14.0,,-4,"Mar 14, 2024",-0.00,CUST_0484 ,Phone Holder,000000,-1,ORD_0812, Ahmedabad ,Accessoriess,Net Banking,+91-97712-73214,Guj@r@t
868,,,0,"Jul 27, 2024",257.60,CUST_???,Pen Set,49442,6,ORD_0815,"Delhi,",Stationerys, Debit Card,+91-98240-36908,Delhi
872,,,0,"Jul 27, 2024",257.60,CUST_???,Pen Set,49442,6,ORD_0815,"Delhi,",Stationerys, Debit Card,+91-98240-36908,Delhi
901,-5,,11.0,1684434600,-12932.75,CUST_,Laptop Bag,072008,Good,ORD_0844,JAIPUR,  Accessories  ,,9974032542,R@j@sth@n
908,22,inf,17,2023-04-22,-150.00,,Screen Cleaner,462665,Good,ORD_0851,CHENNAI,Acce,NET BANKING,919568627883,Tamil Nadu
912,24,inf,0,02/11/2024,20.03,,Sticky Notes (New),21100,Good,ORD_0855,Bangalore,stationery,Wallet,9203107344,K@rn@t@k@
931,,,264,1733941800,3230.00,CUST_???,Laptop Bag,177110,-1,ORD_0873,  Jaipur,Accessoriess, Credit Card,9309552418,Rajasthan
933,-5,,0,"Jul 10, 2024","$11,520.00",#REF!,Keyboard,128797,Good,ORD_0875 ,"Pune,",ELECTRONICS, Debit Card,09240847884,  Maharashtra
937,,,9999,25/01/2023,Rs.27200,CUST_,Monitor,000000,5,ORD_0879,,Electronics,,919863726140,Telangana
946,,inf,-2,2023-06-22,-47.25,CUST_0247,Notebook,768087 ,3,ORD_0888,,Stationerys,UPI,96149 83912,delhi
972,-5,,2,02/07/2023,0.00,CUST_0195,Pen Set - Imported,933929,3,ORD_0912,ahmedabad,Stationerys,Debit Card,919056614513,  Gujarat
981,,inf,9999,21-May-2024,0.00,CUST_0303 ,Stapler,622729 ,Good,ORD_0921 ,CHENNAI,Stat,Net Banking,+91 93601 55145,Tamil Nadu
1014,10%,,0,"Mar 26, 2023",120.00,,HDMI Cable,669969,2,ORD_0954,Mumbai,Electronicss,WALLET,09372347175,Maharashtra
1037,150,,18.0,03/12/2024,0.00,CUST_0563,Laptop Stand,047828,3,ORD_0975,hyderabad,  Electronics  ,Debit Card,+91-96908-46118,Tel@ng@n@
1043,27,inf,15,17-02-2023,45.00,CUST_,Notebook,63321,1,ORD_0981, Pune ,stationery,,+91-93850-99875,  Maharashtra
1057,10%,inf,9999,13-Jun-2024,"$41,535.00",CUST_0213,"Office Chair, Pack of 3",500243 ,6,ord_0994,  Hyderabad,furniture,UPI,+91-92489-99036,Telangana
